buildingBlocks;selectivity;maxToAverageRatio;averageLatency;averageBandwidth;averageCryptoTime;averageComputeTime;modelSize;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;adaptedFailures;backupToAggregatorsRatio;depth;fanout;groupSize;concentration;random;seed;backupsToAggregatorsRatio;status;work;latency;completeness;circulatingAggregateIds;finalInboundBandwidth;finalOutboundBandwidth;observedFailureRate;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;inbound_bandwidth_Querier;outbound_bandwidth_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;inbound_bandwidth_Aggregator;outbound_bandwidth_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;inbound_bandwidth_LeafAggregator;outbound_bandwidth_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;inbound_bandwidth_Contributor;outbound_bandwidth_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;inbound_bandwidth_Backup;outbound_bandwidth_Backup;name
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;3,00;8,00;5,00;0,00;false;2;0,10;Success;595,75;3,73;96,68;80,00;3038208,00;3038208,00;1,02;0,46;0,00;9,00;1,00;1,00;0,00;0,00;19,71;0,00;401,00;45,00;46,00;151552,00;0,00;128,85;0,00;5800,00;320,00;323,00;681984,00;0,00;446,72;0,00;512,00;512,00;512,00;5242880,00;0,00;0,00;0,00;0,00;4,00;;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d3-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4810,38;8,55;93,07;927,00;25318400,00;25318400,00;2,47;3,84;0,00;75,00;1,00;1,00;0,00;0,00;213,54;0,00;4434,00;365,00;368,00;3608576,00;0,00;1023,51;0,00;48703,00;2560,00;2588,00;5761024,00;0,00;3569,50;0,00;4096,00;4096,00;4096,00;41267200,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d4-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;5,00;8,00;5,00;0,00;false;2;0,10;Success;40218,63;72,09;0,00;15072,00;241604608,00;241604608,00;17,55;21,40;0,00;418,00;1,00;1,00;0,00;0,00;3402,12;0,00;72869,00;2925,00;2947,00;93829120,00;0,00;8248,68;0,00;459189,00;20480,00;20711,00;58126336,00;0,00;28546,42;0,00;32759,00;32768,00;32768,00;331253760,00;0,00;0,00;0,00;0,00;256,00;3,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d5-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;30;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4788,18;6,75;96,46;768,00;24598528,00;24598528,00;1,28;2,25;0,00;44,00;1,00;1,00;0,00;0,00;183,95;0,00;3732,00;365,00;368,00;2236416,00;0,00;1030,78;0,00;47339,00;2560,00;2588,00;5539840,00;0,00;3571,20;0,00;4096,00;4096,00;4096,00;41420800,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f30-d4-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;34;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4777,43;5,93;96,46;724,00;24380416,00;24380416,00;1,23;1,64;0,00;32,00;1,00;1,00;0,00;0,00;175,45;0,00;3562,00;365,00;368,00;1923072,00;0,00;1029,14;0,00;46816,00;2560,00;2588,00;5447680,00;0,00;3571,20;0,00;4096,00;4096,00;4096,00;41390080,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f34-d4-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;38;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4820,40;10,03;93,29;948,00;25450496,00;25450496,00;2,33;5,63;0,00;110,00;1,00;1,00;0,00;0,00;216,20;0,00;4474,00;365,00;368,00;3805184,00;0,00;1028,22;0,00;48741,00;2560,00;2588,00;5787648,00;0,00;3570,35;0,00;4096,00;4096,00;4096,00;41308160,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f38-d4-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;42;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4814,77;9,11;93,29;919,00;25318400,00;25318400,00;2,21;4,56;0,00;89,00;1,00;1,00;0,00;0,00;212,67;0,00;4401,00;365,00;368,00;3571712,00;0,00;1027,19;0,00;48553,00;2560,00;2588,00;5756928,00;0,00;3570,35;0,00;4096,00;4096,00;4096,00;41308160,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f42-d4-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;46;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4815,20;9,06;93,07;934,00;25402368,00;25402368,00;2,41;4,56;0,00;89,00;1,00;1,00;0,00;0,00;215,48;0,00;4472,00;365,00;368,00;3719168,00;0,00;1025,66;0,00;48833,00;2560,00;2588,00;5787648,00;0,00;3569,50;0,00;4096,00;4096,00;4096,00;41297920,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f46-d4-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4810,38;8,55;93,07;927,00;25318400,00;25318400,00;2,47;3,84;0,00;75,00;1,00;1,00;0,00;0,00;213,54;0,00;4434,00;365,00;368,00;3608576,00;0,00;1023,51;0,00;48703,00;2560,00;2588,00;5761024,00;0,00;3569,50;0,00;4096,00;4096,00;4096,00;41267200,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d4-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;54;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4809,96;8,44;93,07;946,00;25327616,00;25327616,00;2,72;3,74;0,00;73,00;1,00;1,00;0,00;0,00;215,96;0,00;4509,00;365,00;368,00;3672064,00;0,00;1021,61;0,00;48990,00;2560,00;2588,00;5818368,00;0,00;3568,64;0,00;4096,00;4096,00;4096,00;41164800,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f54-d4-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;58;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4826,29;9,21;92,80;1040,00;25785344,00;25785344,00;3,23;4,61;0,00;90,00;1,00;1,00;0,00;0,00;233,37;0,00;4889,00;365,00;368,00;4399104,00;0,00;1019,67;0,00;49993,00;2560,00;2588,00;6017024,00;0,00;3568,64;0,00;4096,00;4096,00;4096,00;41154560,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f58-d4-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;62;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4805,47;7,83;92,60;950,00;25264128,00;25264128,00;3,02;3,23;0,00;63,00;1,00;1,00;0,00;0,00;217,96;0,00;4572,00;365,00;368,00;3674112,00;0,00;1016,49;0,00;49424,00;2560,00;2588,00;5894144,00;0,00;3567,79;0,00;4096,00;4096,00;4096,00;40960000,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f62-d4-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;66;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4818,20;8,96;91,77;1060,00;25648128,00;25648128,00;3,83;4,15;0,00;81,00;1,00;1,00;0,00;0,00;234,65;0,00;4962,00;365,00;368,00;4384768,00;0,00;1013,32;0,00;50354,00;2560,00;2588,00;6064128,00;0,00;3566,09;0,00;4096,00;4096,00;4096,00;40847360,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f66-d4-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;70;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4834,16;10,29;91,09;1149,00;26091520,00;26091520,00;4,95;5,02;0,00;98,00;1,00;1,00;0,00;0,00;254,57;0,00;5455,00;365,00;368,00;5304320,00;0,00;1010,20;0,00;51191,00;2560,00;2588,00;6133760,00;0,00;3564,38;0,00;4096,00;4096,00;4096,00;40744960,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f70-d4-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4810,38;8,55;93,07;927,00;25318400,00;25318400,00;2,47;3,84;0,00;75,00;1,00;1,00;0,00;0,00;213,54;0,00;4434,00;365,00;368,00;3608576,00;0,00;1023,51;0,00;48703,00;2560,00;2588,00;5761024,00;0,00;3569,50;0,00;4096,00;4096,00;4096,00;41267200,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d4-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;18943,15;36,19;93,29;991,00;101920768,00;101920768,00;2,75;14,13;0,00;69,00;1,00;1,00;0,00;0,00;936,14;0,00;4863,00;365,00;368,00;16891904,00;0,00;4059,62;0,00;50480,00;2560,00;2589,00;24338432,00;0,00;13933,26;0,00;4096,00;4096,00;4096,00;162611200,00;0,00;0,00;0,00;0,00;32,00;;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m4096-f50-d4-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;75424,13;149,86;93,07;1027,00;410337280,00;410337280,00;2,89;58,16;0,00;71,00;1,00;1,00;0,00;0,00;3855,16;0,00;5014,00;365,00;368,00;71565312,00;0,00;16218,18;0,00;50983,00;2560,00;2589,00;98664448,00;0,00;55292,63;0,00;4096,00;4096,00;4096,00;650444800,00;0,00;0,00;0,00;0,00;32,00;;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m16384-f50-d4-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;65536,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;302183,61;664,32;92,82;1087,00;1659043840,00;1659043840,00;3,16;291,64;0,00;89,00;1,00;1,00;0,00;0,00;16125,13;0,00;5253,00;365,00;368,00;315752448,00;0,00;64831,97;0,00;51511,00;2560,00;2589,00;400556032,00;0,00;220934,87;0,00;4096,00;4096,00;4096,00;2601779200,00;0,00;0,00;0,00;0,00;32,00;;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m65536-f50-d4-s2
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4810,38;8,55;93,07;927,00;25318400,00;25318400,00;2,47;3,84;0,00;75,00;1,00;1,00;0,00;0,00;213,54;0,00;4434,00;365,00;368,00;3608576,00;0,00;1023,51;0,00;48703,00;2560,00;2588,00;5761024,00;0,00;3569,50;0,00;4096,00;4096,00;4096,00;41267200,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;3,00;8,00;5,00;0,00;false;2;0,10;Success;596,00;3,77;96,68;82,00;3048448,00;3048448,00;1,02;0,46;0,00;9,00;1,00;1,00;0,00;0,00;19,97;0,00;406,00;45,00;46,00;172032,00;0,00;128,85;0,00;5120,00;320,00;323,00;681984,00;0,00;446,72;0,00;512,00;512,00;512,00;5242880,00;0,00;0,00;0,00;0,00;4,00;;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f50-d3-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4793,90;7,30;93,07;834,00;24882176,00;24882176,00;2,00;2,76;0,00;54,00;1,00;1,00;0,00;0,00;198,13;0,00;4101,00;365,00;368,00;2895872,00;0,00;1023,51;0,00;41973,00;2560,00;2588,00;5601280,00;0,00;3569,50;0,00;4096,00;4096,00;4096,00;41267200,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f50-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;5,00;8,00;5,00;0,00;false;2;0,10;Success;40195,77;72,68;0,00;14960,00;241027072,00;241027072,00;17,71;27,24;0,00;532,00;1,00;1,00;0,00;0,00;3373,91;0,00;72318,00;2925,00;2947,00;93122560,00;0,00;8248,20;0,00;386986,00;20480,00;20711,00;57677824,00;0,00;28546,42;0,00;32759,00;32768,00;32768,00;331253760,00;0,00;0,00;0,00;0,00;256,00;3,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f50-d5-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;30;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4775,74;5,66;96,46;698,00;24287232,00;24287232,00;1,15;1,28;0,00;25,00;1,00;1,00;0,00;0,00;172,48;0,00;3492,00;365,00;368,00;1761280,00;0,00;1030,78;0,00;41199,00;2560,00;2588,00;5392384,00;0,00;3571,20;0,00;4096,00;4096,00;4096,00;41420800,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f30-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;34;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4771,74;5,46;96,46;693,00;24233984,00;24233984,00;1,18;1,18;0,00;23,00;1,00;1,00;0,00;0,00;170,22;0,00;3452,00;365,00;368,00;1716224,00;0,00;1029,14;0,00;41035,00;2560,00;2588,00;5361664,00;0,00;3571,20;0,00;4096,00;4096,00;4096,00;41390080,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f34-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;38;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4808,68;8,94;93,29;879,00;25135104,00;25135104,00;1,98;4,61;0,00;90,00;1,00;1,00;0,00;0,00;205,50;0,00;4241,00;365,00;368,00;3289088,00;0,00;1028,22;0,00;42273,00;2560,00;2588,00;5672960,00;0,00;3570,35;0,00;4096,00;4096,00;4096,00;41308160,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f38-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;42;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4805,14;8,27;93,29;865,00;25046016,00;25046016,00;1,97;3,79;0,00;74,00;1,00;1,00;0,00;0,00;203,81;0,00;4204,00;365,00;368,00;3123200,00;0,00;1027,19;0,00;42233,00;2560,00;2588,00;5660672,00;0,00;3570,35;0,00;4096,00;4096,00;4096,00;41308160,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f42-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;46;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4793,64;7,25;93,07;814,00;24819712,00;24819712,00;1,84;2,76;0,00;54,00;1,00;1,00;0,00;0,00;195,72;0,00;4038,00;365,00;368,00;2729984,00;0,00;1025,66;0,00;42003,00;2560,00;2588,00;5611520,00;0,00;3569,50;0,00;4096,00;4096,00;4096,00;41297920,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f46-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4793,90;7,30;93,07;834,00;24882176,00;24882176,00;2,00;2,76;0,00;54,00;1,00;1,00;0,00;0,00;198,13;0,00;4101,00;365,00;368,00;2895872,00;0,00;1023,51;0,00;41973,00;2560,00;2588,00;5601280,00;0,00;3569,50;0,00;4096,00;4096,00;4096,00;41267200,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f50-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;54;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4794,24;7,45;93,07;855,00;24902656,00;24902656,00;2,34;2,82;0,00;55,00;1,00;1,00;0,00;0,00;201,16;0,00;4183,00;365,00;368,00;2990080,00;0,00;1021,61;0,00;42064,00;2560,00;2588,00;5650432,00;0,00;3568,64;0,00;4096,00;4096,00;4096,00;41164800,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f54-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;58;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4790,65;7,09;92,80;843,00;24849408,00;24849408,00;2,42;2,61;0,00;51,00;1,00;1,00;0,00;0,00;199,73;0,00;4168,00;365,00;368,00;2908160,00;0,00;1019,67;0,00;42082,00;2560,00;2588,00;5636096,00;0,00;3568,64;0,00;4096,00;4096,00;4096,00;41154560,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f58-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;62;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4784,65;6,84;92,60;828,00;24706048,00;24706048,00;2,65;2,36;0,00;46,00;1,00;1,00;0,00;0,00;198,04;0,00;4148,00;365,00;368,00;2803712,00;0,00;1016,46;0,00;42148,00;2560,00;2588,00;5648384,00;0,00;3567,79;0,00;4096,00;4096,00;4096,00;40960000,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f62-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;66;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4791,96;7,17;91,82;910,00;25040896,00;25040896,00;3,09;2,61;0,00;51,00;1,00;1,00;0,00;0,00;209,97;0,00;4424,00;365,00;368,00;3414016,00;0,00;1013,29;0,00;42770,00;2560,00;2588,00;5820416,00;0,00;3566,09;0,00;4096,00;4096,00;4096,00;40847360,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f66-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;70;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4767,47;5,92;91,38;793,00;24435712,00;24435712,00;2,89;0,82;0,00;16,00;1,00;1,00;0,00;0,00;192,10;0,00;4063,00;365,00;368,00;2588672,00;0,00;1010,17;0,00;42085,00;2560,00;2588,00;5537792,00;0,00;3564,38;0,00;4096,00;4096,00;4096,00;40744960,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f70-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4793,90;7,30;93,07;834,00;24882176,00;24882176,00;2,00;2,76;0,00;54,00;1,00;1,00;0,00;0,00;198,13;0,00;4101,00;365,00;368,00;2895872,00;0,00;1023,51;0,00;41973,00;2560,00;2588,00;5601280,00;0,00;3569,50;0,00;4096,00;4096,00;4096,00;41267200,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f50-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;18765,17;25,78;94,82;806,00;97742848,00;97742848,00;1,84;8,60;0,00;42,00;1,00;1,00;0,00;0,00;763,70;0,00;3949,00;365,00;368,00;10584064,00;0,00;4059,62;0,00;41620,00;2560,00;2589,00;22290432,00;0,00;13933,26;0,00;4096,00;4096,00;4096,00;162611200,00;0,00;0,00;0,00;0,00;32,00;;0,00;0,00;LFP-Replace-0Resync-Leaves-m4096-f50-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;74627,05;104,02;94,82;816,00;391544832,00;391544832,00;1,84;33,59;0,00;41,00;1,00;1,00;0,00;0,00;3082,65;0,00;3983,00;365,00;368,00;43483136,00;0,00;16218,18;0,00;41693,00;2560,00;2589,00;89161728,00;0,00;55292,63;0,00;4096,00;4096,00;4096,00;650444800,00;0,00;0,00;0,00;0,00;32,00;;0,00;0,00;LFP-Replace-0Resync-Leaves-m16384-f50-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;65536,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;298336,64;428,42;94,82;824,00;1568735232,00;1568735232,00;1,91;150,73;0,00;46,00;1,00;1,00;0,00;0,00;12419,07;0,00;4022,00;365,00;368,00;178388992,00;0,00;64831,97;0,00;41741,00;2560,00;2589,00;357302272,00;0,00;220934,87;0,00;4096,00;4096,00;4096,00;2601779200,00;0,00;0,00;0,00;0,00;32,00;;0,00;0,00;LFP-Replace-0Resync-Leaves-m65536-f50-d4-s2
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;2;0,10;Success;4793,90;7,30;93,07;834,00;24882176,00;24882176,00;2,00;2,76;0,00;54,00;1,00;1,00;0,00;0,00;198,13;0,00;4101,00;365,00;368,00;2895872,00;0,00;1023,51;0,00;41973,00;2560,00;2588,00;5601280,00;0,00;3569,50;0,00;4096,00;4096,00;4096,00;41267200,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f50-d4-s2
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;3,00;8,00;5,00;0,00;false;3;0,10;Success;601,45;3,78;99,61;81,00;3061760,00;3061760,00;1,13;0,46;0,00;9,00;1,00;1,00;0,00;0,00;19,97;0,00;390,00;45,00;47,00;141312,00;0,00;131,30;0,00;5935,00;320,00;322,00;718848,00;0,00;449,73;0,00;527,00;512,00;512,00;5263360,00;0,00;0,00;0,00;0,00;32,00;28,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d3-s3
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;3;0,10;Success;4871,22;6,55;98,97;779,00;25123840,00;25123840,00;1,76;2,00;0,00;39,00;1,00;1,00;0,00;0,00;188,04;0,00;3680,00;365,00;369,00;2013184,00;0,00;1055,00;0,00;49319,00;2560,00;2599,00;5855232,00;0,00;3626,18;0,00;4393,00;4096,00;4096,00;42379264,00;0,00;0,00;0,00;0,00;256,00;213,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d4-s3
LFP,Replace,Stay,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;5,00;8,00;5,00;0,00;false;3;0,10;Success;45892,13;137,52;0,00;27595,00;305444864,00;305444864,00;33,75;100,61;0,00;1965,00;1,00;1,00;0,00;0,00;5598,84;0,00;115236,00;2925,00;3181,00;163059712,00;0,00;9033,48;0,00;614216,00;20480,00;22190,00;86976512,00;0,00;31159,21;0,00;45760,00;32768,00;32768,00;360853504,00;0,00;0,00;0,00;0,00;2048,00;82,00;0,00;0,00;LFP-Replace-Stay-NonBlocking-m1024-f50-d5-s3
