buildingBlocks;selectivity;maxToAverageRatio;averageLatency;averageBandwidth;averageCryptoTime;averageComputeTime;modelSize;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;adaptedFailures;backupToAggregatorsRatio;depth;fanout;groupSize;concentration;random;seed;backupsToAggregatorsRatio;status;work;latency;completeness;circulatingAggregateIds;finalInboundBandwidth;finalOutboundBandwidth;observedFailureRate;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;inbound_bandwidth_Querier;outbound_bandwidth_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;inbound_bandwidth_Aggregator;outbound_bandwidth_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;inbound_bandwidth_LeafAggregator;outbound_bandwidth_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;inbound_bandwidth_Contributor;outbound_bandwidth_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;inbound_bandwidth_Backup;outbound_bandwidth_Backup;name
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;3,00;8,00;5,00;0,00;false;0;0,10;Success;587,93;3,63;95,46;70,00;2923520,00;2923520,00;1,82;0,26;0,00;5,00;1,00;1,00;0,00;0,00;17,92;0,00;2030,00;45,00;45,00;92160,00;0,00;125,59;0,00;4938,00;320,00;320,00;634880,00;0,00;444,16;0,00;512,00;512,00;512,00;5120000,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d3-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4712,53;4,22;93,22;556,00;23469056,00;23469056,00;1,25;0,26;0,00;5,00;1,00;1,00;0,00;0,00;144,54;0,00;15575,00;365,00;365,00;716800,00;0,00;1027,23;0,00;40497,00;2560,00;2560,00;5076992,00;0,00;3540,51;0,00;4096,00;4096,00;4096,00;41144320,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d4-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;5,00;8,00;5,00;0,00;false;0;0,10;Success;37452,83;4,77;91,56;4483,00;185631744,00;185631744,00;1,16;0,26;0,00;5,00;1,00;1,00;0,00;0,00;1152,92;0,00;125037,00;2925,00;2925,00;5750784,00;0,00;8074,55;0,00;317031,00;20480,00;20480,00;40699904,00;0,00;28225,11;0,00;32763,00;32768,00;32768,00;324812800,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d5-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;30;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4737,23;4,27;95,54;578,00;23647232,00;23647232,00;0,91;0,26;0,00;5,00;1,00;1,00;0,00;0,00;149,66;0,00;16147,00;365,00;365,00;743424,00;0,00;1030,60;0,00;40574,00;2560,00;2560,00;5253120,00;0,00;3556,71;0,00;4096,00;4096,00;4096,00;41297920,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f30-d4-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;34;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4728,09;4,22;95,56;576,00;23598080,00;23598080,00;0,97;0,26;0,00;5,00;1,00;1,00;0,00;0,00;149,25;0,00;15975,00;365,00;365,00;727040,00;0,00;1030,40;0,00;40575,00;2560,00;2560,00;5253120,00;0,00;3548,18;0,00;4096,00;4096,00;4096,00;41216000,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f34-d4-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;38;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4727,32;4,22;95,36;576,00;23591936,00;23591936,00;1,04;0,26;0,00;5,00;1,00;1,00;0,00;0,00;148,74;0,00;15821,00;365,00;365,00;727040,00;0,00;1030,14;0,00;40575,00;2560,00;2560,00;5251072,00;0,00;3548,18;0,00;4096,00;4096,00;4096,00;41205760,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f38-d4-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;42;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4724,76;4,22;95,16;575,00;23571456,00;23571456,00;1,08;0,26;0,00;5,00;1,00;1,00;0,00;0,00;146,94;0,00;15770,00;365,00;365,00;727040,00;0,00;1029,38;0,00;40563,00;2560,00;2560,00;5240832,00;0,00;3548,18;0,00;4096,00;4096,00;4096,00;41175040,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f42-d4-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;46;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4715,53;4,22;93,20;574,00;23559168,00;23559168,00;1,18;0,26;0,00;5,00;1,00;1,00;0,00;0,00;145,36;0,00;15723,00;365,00;365,00;724992,00;0,00;1028,56;0,00;40509,00;2560,00;2560,00;5238784,00;0,00;3541,36;0,00;4096,00;4096,00;4096,00;41154560,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f46-d4-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4712,53;4,22;93,22;556,00;23469056,00;23469056,00;1,25;0,26;0,00;5,00;1,00;1,00;0,00;0,00;144,54;0,00;15575,00;365,00;365,00;716800,00;0,00;1027,23;0,00;40497,00;2560,00;2560,00;5076992,00;0,00;3540,51;0,00;4096,00;4096,00;4096,00;41144320,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d4-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;54;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4702,64;4,19;93,02;555,00;23458816,00;23458816,00;1,37;0,26;0,00;5,00;1,00;1,00;0,00;0,00;143,72;0,00;15539,00;365,00;365,00;716800,00;0,00;1024,97;0,00;39779,00;2560,00;2560,00;5076992,00;0,00;3533,69;0,00;4096,00;4096,00;4096,00;41123840,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f54-d4-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;58;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4682,69;4,19;92,65;554,00;23406592,00;23406592,00;1,51;0,26;0,00;5,00;1,00;1,00;0,00;0,00;142,44;0,00;15498,00;365,00;365,00;716800,00;0,00;1009,72;0,00;39463,00;2560,00;2560,00;5064704,00;0,00;3530,28;0,00;4096,00;4096,00;4096,00;41031680,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f58-d4-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;62;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4666,33;4,17;92,57;544,00;23311360,00;23311360,00;1,75;0,26;0,00;5,00;1,00;1,00;0,00;0,00;142,34;0,00;15616,00;365,00;365,00;716800,00;0,00;994,30;0,00;39110,00;2560,00;2560,00;4986880,00;0,00;3529,43;0,00;4096,00;4096,00;4096,00;40919040,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f62-d4-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;66;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4642,73;4,17;92,13;544,00;22561792,00;22561792,00;1,98;0,26;0,00;5,00;1,00;1,00;0,00;0,00;142,49;0,00;15627,00;365,00;365,00;716800,00;0,00;978,23;0,00;38496,00;2560,00;2560,00;4993024,00;0,00;3521,76;0,00;4096,00;4096,00;4096,00;39413760,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f66-d4-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;70;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4628,92;4,17;89,92;542,00;22481920,00;22481920,00;2,16;0,26;0,00;5,00;1,00;1,00;0,00;0,00;140,54;0,00;15537,00;365,00;365,00;714752,00;0,00;967,22;0,00;38124,00;2560,00;2560,00;4917248,00;0,00;3520,90;0,00;4096,00;4096,00;4096,00;39331840,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f70-d4-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4712,53;4,22;93,22;556,00;23469056,00;23469056,00;1,25;0,26;0,00;5,00;1,00;1,00;0,00;0,00;144,54;0,00;15575,00;365,00;365,00;716800,00;0,00;1027,23;0,00;40497,00;2560,00;2560,00;5076992,00;0,00;3540,51;0,00;4096,00;4096,00;4096,00;41144320,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d4-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;18618,95;15,71;92,93;558,00;93868032,00;93868032,00;1,18;1,02;0,00;5,00;1,00;1,00;0,00;0,00;577,95;0,00;15730,00;365,00;365,00;2899968,00;0,00;4110,13;0,00;40509,00;2560,00;2560,00;20258816,00;0,00;13929,85;0,00;4096,00;4096,00;4096,00;164577280,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m4096-f50-d4-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;74210,68;61,00;92,93;555,00;374865920,00;374865920,00;1,17;4,10;0,00;5,00;1,00;1,00;0,00;0,00;2281,47;0,00;15693,00;365,00;365,00;11468800,00;0,00;16441,34;0,00;40410,00;2560,00;2560,00;79953920,00;0,00;55483,76;0,00;4096,00;4096,00;4096,00;658309120,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m16384-f50-d4-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;65536,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;296590,71;242,87;92,93;555,00;1499136000,00;1499136000,00;1,17;16,38;0,00;5,00;1,00;1,00;0,00;0,00;9109,50;0,00;15664,00;365,00;365,00;45875200,00;0,00;65765,38;0,00;40390,00;2560,00;2560,00;319160320,00;0,00;221699,44;0,00;4096,00;4096,00;4096,00;2633236480,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m65536-f50-d4-s0
LFP,Drop,Stop,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4712,53;4,22;93,22;556,00;23469056,00;23469056,00;1,25;0,26;0,00;5,00;1,00;1,00;0,00;0,00;144,54;0,00;15575,00;365,00;365,00;716800,00;0,00;1027,23;0,00;40497,00;2560,00;2560,00;5076992,00;0,00;3540,51;0,00;4096,00;4096,00;4096,00;41144320,00;0,00;0,00;0,00;0,00;;;0,00;0,00;LFP-Drop-Stop-FullSync-m1024-f50-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;3,00;8,00;5,00;0,00;false;0;0,10;Success;595,20;4,30;92,77;97,00;3086336,00;3086336,00;1,81;0,97;0,00;19,00;1,00;1,00;0,00;0,00;21,81;0,00;450,00;45,00;45,00;278528,00;0,00;128,26;0,00;5893,00;320,00;324,00;692224,00;0,00;444,16;0,00;512,00;512,00;512,00;5201920,00;0,00;0,00;0,00;0,00;4,00;;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d3-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4846,45;9,77;96,00;1079,00;26031104,00;26031104,00;2,98;5,12;0,00;100,00;1,00;1,00;0,00;0,00;241,87;0,00;4968,00;365,00;369,00;4476928,00;0,00;1031,67;0,00;51479,00;2560,00;2587,00;6277120,00;0,00;3567,79;0,00;4096,00;4096,00;4096,00;41308160,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;5,00;8,00;5,00;0,00;false;0;0,10;Success;40510,33;98,50;0,00;16309,00;246266880,00;246266880,00;24,59;56,17;0,00;1097,00;1,00;1,00;0,00;0,00;3632,54;0,00;78640,00;2925,00;2952,00;101937152,00;0,00;8269,15;0,00;461432,00;20480,00;20707,00;58349568,00;0,00;28552,47;0,00;32763,00;32768,00;32768,00;332247040,00;0,00;0,00;0,00;0,00;256,00;2,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d5-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;30;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4836,67;9,67;96,70;998,00;25786368,00;25786368,00;2,16;5,38;0,00;105,00;1,00;1,00;0,00;0,00;225,08;0,00;4580,00;365,00;369,00;3997696,00;0,00;1035,87;0,00;50061,00;2560,00;2587,00;6031360,00;0,00;3570,35;0,00;4096,00;4096,00;4096,00;41543680,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f30-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;34;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4835,68;9,42;96,70;1006,00;25779200,00;25779200,00;2,24;4,92;0,00;96,00;1,00;1,00;0,00;0,00;226,66;0,00;4611,00;365,00;369,00;3962880,00;0,00;1035,46;0,00;50201,00;2560,00;2587,00;6051840,00;0,00;3568,64;0,00;4096,00;4096,00;4096,00;41543680,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f34-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;38;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4832,96;9,01;96,51;999,00;25718784,00;25718784,00;2,33;4,35;0,00;85,00;1,00;1,00;0,00;0,00;225,18;0,00;4598,00;365,00;369,00;3854336,00;0,00;1034,79;0,00;50128,00;2560,00;2587,00;6049792,00;0,00;3568,64;0,00;4096,00;4096,00;4096,00;41533440,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f38-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;42;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4815,66;7,57;96,51;914,00;25259008,00;25259008,00;2,08;3,07;0,00;60,00;1,00;1,00;0,00;0,00;210,33;0,00;4284,00;365,00;369,00;3172352,00;0,00;1033,61;0,00;49572,00;2560,00;2587,00;5924864,00;0,00;3568,64;0,00;4096,00;4096,00;4096,00;41420800,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f42-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;46;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4844,02;9,88;96,04;1064,00;25996288,00;25996288,00;2,79;5,32;0,00;104,00;1,00;1,00;0,00;0,00;237,47;0,00;4870,00;365,00;369,00;4403200,00;0,00;1032,59;0,00;51043,00;2560,00;2587,00;6189056,00;0,00;3568,64;0,00;4096,00;4096,00;4096,00;41400320,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f46-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4846,45;9,77;96,00;1079,00;26031104,00;26031104,00;2,98;5,12;0,00;100,00;1,00;1,00;0,00;0,00;241,87;0,00;4968,00;365,00;369,00;4476928,00;0,00;1031,67;0,00;51479,00;2560,00;2587,00;6277120,00;0,00;3567,79;0,00;4096,00;4096,00;4096,00;41308160,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;54;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4851,26;9,88;95,80;1105,00;26159104,00;26159104,00;3,26;5,12;0,00;100,00;1,00;1,00;0,00;0,00;247,91;0,00;5122,00;365,00;369,00;4683776,00;0,00;1030,44;0,00;51719,00;2560,00;2587,00;6346752,00;0,00;3567,79;0,00;4096,00;4096,00;4096,00;41287680,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f54-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;58;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4875,35;11,67;95,34;1266,00;26888192,00;26888192,00;4,15;6,81;0,00;133,00;1,00;1,00;0,00;0,00;275,05;0,00;5736,00;365,00;369,00;5879808,00;0,00;1029,11;0,00;53293,00;2560,00;2587,00;6619136,00;0,00;3564,38;0,00;4096,00;4096,00;4096,00;41277440,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f58-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;62;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4868,45;10,95;95,34;1245,00;26729472,00;26729472,00;4,27;5,53;0,00;108,00;1,00;1,00;0,00;0,00;272,18;0,00;5684,00;365,00;369,00;5646336,00;0,00;1027,21;0,00;53344,00;2560,00;2587,00;6647808,00;0,00;3563,53;0,00;4096,00;4096,00;4096,00;41164800,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f62-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;66;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4855,26;9,88;94,75;1181,00;26472448,00;26472448,00;4,27;3,69;0,00;72,00;1,00;1,00;0,00;0,00;263,68;0,00;5522,00;365,00;369,00;5249024,00;0,00;1025,22;0,00;53069,00;2560,00;2587,00;6572032,00;0,00;3562,68;0,00;4096,00;4096,00;4096,00;41123840,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f66-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;70;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4992,95;19,91;86,21;1841,00;29772800,00;29772800,00;9,80;12,90;0,00;252,00;1,00;1,00;0,00;0,00;393,78;0,00;8499,00;365,00;369,00;10719232,00;0,00;1024,45;0,00;59728,00;2560,00;2587,00;7702528,00;0,00;3561,82;0,00;4096,00;4096,00;4096,00;41123840,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f70-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4846,45;9,77;96,00;1079,00;26031104,00;26031104,00;2,98;5,12;0,00;100,00;1,00;1,00;0,00;0,00;241,87;0,00;4968,00;365,00;369,00;4476928,00;0,00;1031,67;0,00;51479,00;2560,00;2587,00;6277120,00;0,00;3567,79;0,00;4096,00;4096,00;4096,00;41308160,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;19149,85;41,93;95,85;1117,00;105295872,00;105295872,00;3,20;19,25;0,00;94,00;1,00;1,00;0,00;0,00;1031,78;0,00;5310,00;365,00;369,00;20168704,00;0,00;4114,37;0,00;52755,00;2560,00;2587,00;25845760,00;0,00;13984,45;0,00;4096,00;4096,00;4096,00;164577280,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m4096-f50-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;76134,30;166,24;96,04;1126,00;421363712,00;421363712,00;3,20;80,28;0,00;98,00;1,00;1,00;0,00;0,00;4121,40;0,00;5303,00;365,00;369,00;81133568,00;0,00;16448,86;0,00;52750,00;2560,00;2587,00;103284736,00;0,00;55483,76;0,00;4096,00;4096,00;4096,00;658309120,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m16384-f50-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;65536,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;304868,87;703,64;95,85;1164,00;1700593664,00;1700593664,00;3,37;344,06;0,00;105,00;1,00;1,00;0,00;0,00;17059,02;0,00;5498,00;365,00;369,00;348258304,00;0,00;65766,34;0,00;53292,00;2560,00;2587,00;419692544,00;0,00;221699,44;0,00;4096,00;4096,00;4096,00;2633236480,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m65536-f50-d4-s0
LFP,Replace,0Resync,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4846,45;9,77;96,00;1079,00;26031104,00;26031104,00;2,98;5,12;0,00;100,00;1,00;1,00;0,00;0,00;241,87;0,00;4968,00;365,00;369,00;4476928,00;0,00;1031,67;0,00;51479,00;2560,00;2587,00;6277120,00;0,00;3567,79;0,00;4096,00;4096,00;4096,00;41308160,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-NonBlocking-m1024-f50-d4-s0
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;3,00;8,00;5,00;0,00;false;0;0,10;Success;592,90;3,61;92,97;84,00;3031040,00;3031040,00;1,81;0,26;0,00;5,00;1,00;1,00;0,00;0,00;20,22;0,00;419,00;45,00;45,00;184320,00;0,00;128,26;0,00;5193,00;320,00;324,00;675840,00;0,00;444,16;0,00;512,00;512,00;512,00;5201920,00;0,00;0,00;0,00;0,00;4,00;;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f50-d3-s0
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4846,45;9,88;96,00;1080,00;26031104,00;26031104,00;3,01;5,32;0,00;104,00;1,00;1,00;0,00;0,00;241,66;0,00;4972,00;365,00;369,00;4489216,00;0,00;1031,67;0,00;44483,00;2560,00;2587,00;6264832,00;0,00;3567,79;0,00;4096,00;4096,00;4096,00;41308160,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f50-d4-s0
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;50;true;0,10;5,00;8,00;5,00;0,00;false;0;0,10;Success;40488,05;99,61;0,00;16159,00;245727232,00;245727232,00;24,84;57,45;0,00;1122,00;1,00;1,00;0,00;0,00;3609,40;0,00;78188,00;2925,00;2952,00;101220352,00;0,00;8268,73;0,00;388631,00;20480,00;20707,00;57987072,00;0,00;28552,47;0,00;32763,00;32768,00;32768,00;332247040,00;0,00;0,00;0,00;0,00;256,00;2,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f50-d5-s0
LFP,Replace,0Resync,Leaves;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;30;true;0,10;4,00;8,00;5,00;0,00;false;0;0,10;Success;4816,34;8,24;96,70;888,00;25229312,00;25229312,00;1,93;3,94;0,00;77,00;1,00;1,00;0,00;0,00;206,18;0,00;4183,00;365,00;369,00;3076096,00;0,00;1035,87;0,00;42905,00;2560,00;2587,00;5838848,00;0,00;3570,35;0,00;4096,00;4096,00;4096,00;41543680,00;0,00;0,00;0,00;0,00;32,00;1,00;0,00;0,00;LFP-Replace-0Resync-Leaves-m1024-f30-d4-s0
