buildingBlocks;selectivity;maxToAverageRatio;averageLatency;averageBandwidth;averageCryptoTime;averageComputeTime;modelSize;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;adaptedFailures;backupsToAggregatorsRatio;depth;fanout;groupSize;concentration;random;seed;status;work;latency;completeness;circulatingAggregateIds;finalInboundBandwidth;finalOutboundBandwidth;observedFailureRate;observedContributorsFailureRate;observedWorkersFailureRate;abortedReplacements;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;inbound_bandwidth_Querier;outbound_bandwidth_Querier;propagation_Querier;versions_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;inbound_bandwidth_Aggregator;outbound_bandwidth_Aggregator;propagation_Aggregator;versions_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;inbound_bandwidth_LeafAggregator;outbound_bandwidth_LeafAggregator;propagation_LeafAggregator;versions_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;inbound_bandwidth_Contributor;outbound_bandwidth_Contributor;propagation_Contributor;versions_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;inbound_bandwidth_Backup;outbound_bandwidth_Backup;propagation_Backup;versions_Backup;work_level_0;failures_level_0;messages_level_0;inbound_bandwidth_level_0;outbound_bandwidth_level_0;propagation_level_0;versions_level_0;work_level_1;failures_level_1;messages_level_1;inbound_bandwidth_level_1;outbound_bandwidth_level_1;propagation_level_1;versions_level_1;work_level_2;failures_level_2;messages_level_2;inbound_bandwidth_level_2;outbound_bandwidth_level_2;propagation_level_2;versions_level_2;work_level_3;failures_level_3;messages_level_3;inbound_bandwidth_level_3;outbound_bandwidth_level_3;propagation_level_3;versions_level_3;work_level_4;failures_level_4;messages_level_4;inbound_bandwidth_level_4;outbound_bandwidth_level_4;propagation_level_4;versions_level_4;work_level_5;failures_level_5;messages_level_5;inbound_bandwidth_level_5;outbound_bandwidth_level_5;propagation_level_5;versions_level_5;name
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;2;FFP;3570,35;1,17;0,00;0,00;0,00;0,00;0,33;0,27;0,41;4,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;0,00;12,00;15,00;2560,00;2564,00;0,00;0,00;5,00;0,00;3570,35;11,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;365,00;361,00;0,00;0,00;0,00;0,00;3570,35;11,00;4096,00;0,00;0,00;0,00;0,00;0,00;12,00;15,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m1024-f400-d4-s2
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;200;false;0,13;4,00;8,00;5,00;0,00;false;2;FFP;3563,53;1,13;0,00;0,00;0,00;0,00;0,61;0,61;0,61;6,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;0,00;17,00;39,00;2560,00;2566,00;0,00;0,00;6,00;0,00;3563,53;25,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;365,00;359,00;0,00;0,00;0,00;0,00;3563,53;25,00;4096,00;0,00;0,00;0,00;0,00;0,00;17,00;39,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m1024-f200-d4-s2
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;100;false;0,13;4,00;8,00;5,00;0,00;false;2;FFP;3550,70;1,11;0,00;0,00;0,00;0,00;1,09;1,07;1,12;10,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;365,00;365,00;0,00;0,00;1,00;0,00;0,00;29,00;93,00;2560,00;2570,00;0,00;0,00;13,00;0,00;3550,70;44,00;4094,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;365,00;355,00;0,00;0,00;0,00;0,00;3550,70;44,00;4094,00;0,00;0,00;0,00;0,00;0,00;29,00;93,00;0,00;0,00;13,00;0,00;0,00;3,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m1024-f100-d4-s2
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;256,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;2;FFP;1249,81;1,59;0,00;572,00;5969408,00;5969408,00;0,44;0,39;0,51;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;36,45;1,00;2848,00;365,00;365,00;77824,00;77824,00;0,00;62,00;261,47;14,00;20437,00;2560,00;2560,00;651264,00;651264,00;1,00;510,00;951,89;16,00;4096,00;4096,00;4096,00;5240320,00;5240320,00;0,00;0,00;0,00;1,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;951,89;16,00;4096,00;5240320,00;5240320,00;0,00;0,00;261,47;14,00;20437,00;651264,00;651264,00;1,00;510,00;32,56;0,00;2544,00;77824,00;77824,00;0,00;62,00;3,89;1,00;304,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m256-f400-d4-s2
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;2;FFP;3570,35;1,17;0,00;0,00;0,00;0,00;0,33;0,27;0,41;4,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;0,00;12,00;15,00;2560,00;2564,00;0,00;0,00;5,00;0,00;3570,35;11,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;365,00;361,00;0,00;0,00;0,00;0,00;3570,35;11,00;4096,00;0,00;0,00;0,00;0,00;0,00;12,00;15,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m1024-f400-d4-s2
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;2;FFP;81,92;1,49;0,00;0,00;0,00;0,00;0,43;0,37;0,51;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;365,00;365,00;0,00;0,00;1,00;0,00;0,00;14,00;30,00;2560,00;2566,00;0,00;0,00;2,00;0,00;81,92;15,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;365,00;359,00;0,00;0,00;0,00;0,00;81,92;15,00;4096,00;0,00;0,00;0,00;0,00;0,00;14,00;30,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m4096-f400-d4-s2
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;2;FFP;81,92;1,49;0,00;0,00;0,00;0,00;0,43;0,37;0,51;1,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;365,00;365,00;0,00;0,00;1,00;0,00;0,00;14,00;30,00;2560,00;2566,00;0,00;0,00;2,00;0,00;81,92;15,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;365,00;359,00;0,00;0,00;0,00;0,00;81,92;15,00;4096,00;0,00;0,00;0,00;0,00;0,00;14,00;30,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m16384-f400-d4-s2
FFP,Drop,Stop,1,None;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;2;FFP;3570,35;1,17;0,00;0,00;0,00;0,00;0,33;0,27;0,41;4,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;0,00;12,00;15,00;2560,00;2564,00;0,00;0,00;5,00;0,00;3570,35;11,00;4096,00;4096,00;4096,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;365,00;361,00;0,00;0,00;0,00;0,00;3570,35;11,00;4096,00;0,00;0,00;0,00;0,00;0,00;12,00;15,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FFP-Drop-Stop-1-None-m1024-f400-d4-s2
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;3,00;8,00;5,00;0,00;false;2;Success;600,44;3,61;100,00;75,00;3030016,00;3030016,00;0,57;0,39;0,81;0,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;18,94;1,00;370,00;45,00;46,00;51200,00;51200,00;0,00;10,00;131,31;2,00;4869,00;320,00;322,00;340992,00;340992,00;0,00;65,00;449,93;2,00;528,00;512,00;512,00;2637824,00;2637824,00;0,00;0,00;0,00;0,00;0,00;45,00;42,00;0,00;0,00;0,00;0,00;449,93;2,00;528,00;2637824,00;2637824,00;0,00;0,00;131,31;2,00;4869,00;340992,00;340992,00;0,00;65,00;16,64;1,00;325,00;46080,00;46080,00;0,00;9,00;2,30;0,00;45,00;5120,00;5120,00;0,00;1,00;0,26;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;LFP-Replace-Stay-1-NonBlocking-m1024-f400-d3-s2
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;2;Success;4846,91;5,88;99,24;712,00;24725504,00;24725504,00;1,32;1,32;1,32;0,00;1,59;0,00;31,00;1,00;1,00;0,00;0,00;0,00;0,00;176,21;4,00;3445,00;365,00;369,00;759808,00;759808,00;0,00;165,00;1051,24;35,00;39672,00;2560,00;2590,00;2836480,00;2836480,00;0,00;547,00;3617,87;54,00;4333,00;4096,00;4096,00;21129216,00;21129216,00;0,00;0,00;0,00;6,00;0,00;365,00;331,00;0,00;0,00;0,00;0,00;3617,87;54,00;4333,00;21129216,00;21129216,00;0,00;0,00;1051,24;35,00;39672,00;2836480,00;2836480,00;0,00;547,00;142,06;3,00;2778,00;517120,00;517120,00;0,00;98,00;25,86;1,00;505,00;173056,00;173056,00;0,00;40,00;8,29;0,00;162,00;69632,00;69632,00;0,00;27,00;1,59;0,00;31,00;0,00;0,00;0,00;0,00;LFP-Replace-Stay-1-NonBlocking-m1024-f400-d4-s2
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;5,00;8,00;5,00;0,00;false;2;Success;47447,56;70,45;0,00;29724,00;325327872,00;325327872,00;17,19;17,55;16,73;0,00;46,95;0,00;917,00;1,00;1,00;0,00;0,00;0,00;0,00;5897,03;539,00;119439,00;2925,00;3251,00;90122240,00;90122240,00;213,00;20955,00;9312,23;3839,00;504110,00;20480,00;22903,00;49518592,00;49518592,00;1416,00;8769,00;32191,35;5750,00;50962,00;32768,00;32768,00;185687040,00;185687040,00;0,00;0,00;0,00;176,00;0,00;2925,00;176,00;0,00;0,00;0,00;0,00;32191,35;5750,00;50962,00;185687040,00;185687040,00;0,00;0,00;9312,23;3839,00;504110,00;49518592,00;49518592,00;1416,00;8769,00;2478,66;467,00;52021,00;33305600,00;33305600,00;184,00;5936,00;1662,88;62,00;33051,00;28578816,00;28578816,00;26,00;5798,00;1423,72;9,00;27887,00;27298816,00;27298816,00;2,00;8314,00;331,78;1,00;6480,00;939008,00;939008,00;1,00;907,00;LFP-Replace-Stay-1-NonBlocking-m1024-f400-d5-s2
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;0;false;0,13;4,00;8,00;5,00;0,00;false;2;Success;4772,10;4,19;100,00;585,00;23966720,00;23966720,00;0,00;0,00;0,00;0,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;149,50;0,00;2920,00;365,00;365,00;373760,00;373760,00;0,00;73,00;1048,58;0,00;38400,00;2560,00;2560,00;2621440,00;2621440,00;0,00;512,00;3573,76;0,00;4096,00;4096,00;4096,00;20971520,00;20971520,00;0,00;0,00;0,00;0,00;0,00;365,00;365,00;0,00;0,00;0,00;0,00;3573,76;0,00;4096,00;20971520,00;20971520,00;0,00;0,00;1048,58;0,00;38400,00;2621440,00;2621440,00;0,00;512,00;131,07;0,00;2560,00;327680,00;327680,00;0,00;64,00;16,38;0,00;320,00;40960,00;40960,00;0,00;8,00;2,05;0,00;40,00;5120,00;5120,00;0,00;1,00;0,26;0,00;5,00;0,00;0,00;0,00;0,00;LFP-Replace-Stay-1-NonBlocking-m1024-f0-d4-s2
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;6400;false;0,13;4,00;8,00;5,00;0,00;false;2;Success;4777,56;4,40;99,98;592,00;24019968,00;24019968,00;0,07;0,05;0,10;0,00;0,46;0,00;9,00;1,00;1,00;0,00;0,00;0,00;0,00;151,14;0,00;2952,00;365,00;365,00;399360,00;399360,00;0,00;78,00;1048,99;3,00;38473,00;2560,00;2562,00;2632704,00;2632704,00;0,00;514,00;3576,97;2,00;4112,00;4096,00;4096,00;20987904,00;20987904,00;0,00;0,00;0,00;0,00;0,00;365,00;363,00;0,00;0,00;0,00;0,00;3576,97;2,00;4112,00;20987904,00;20987904,00;0,00;0,00;1048,99;3,00;38473,00;2632704,00;2632704,00;0,00;514,00;131,64;0,00;2571,00;338944,00;338944,00;0,00;66,00;16,95;0,00;331,00;51200,00;51200,00;0,00;10,00;2,56;0,00;50,00;9216,00;9216,00;0,00;2,00;0,46;0,00;9,00;0,00;0,00;0,00;0,00;LFP-Replace-Stay-1-NonBlocking-m1024-f6400-d4-s2
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;2;Success;4846,91;5,88;99,24;712,00;24725504,00;24725504,00;1,32;1,32;1,32;0,00;1,59;0,00;31,00;1,00;1,00;0,00;0,00;0,00;0,00;176,21;4,00;3445,00;365,00;369,00;759808,00;759808,00;0,00;165,00;1051,24;35,00;39672,00;2560,00;2590,00;2836480,00;2836480,00;0,00;547,00;3617,87;54,00;4333,00;4096,00;4096,00;21129216,00;21129216,00;0,00;0,00;0,00;6,00;0,00;365,00;331,00;0,00;0,00;0,00;0,00;3617,87;54,00;4333,00;21129216,00;21129216,00;0,00;0,00;1051,24;35,00;39672,00;2836480,00;2836480,00;0,00;547,00;142,06;3,00;2778,00;517120,00;517120,00;0,00;98,00;25,86;1,00;505,00;173056,00;173056,00;0,00;40,00;8,29;0,00;162,00;69632,00;69632,00;0,00;27,00;1,59;0,00;31,00;0,00;0,00;0,00;0,00;LFP-Replace-Stay-1-NonBlocking-m1024-f400-d4-s2
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;200;false;0,13;4,00;8,00;5,00;0,00;false;2;Success;5026,61;8,36;98,68;1158,00;26850304,00;26850304,00;4,11;4,30;3,86;0,00;3,99;0,00;78,00;1,00;1,00;0,00;0,00;0,00;0,00;245,13;13,00;4799,00;365,00;374,00;1902592,00;1902592,00;0,00;514,00;1068,56;105,00;43613,00;2560,00;2654,00;3402752,00;3402752,00;0,00;644,00;3708,93;176,00;4828,00;4096,00;4096,00;21544960,00;21544960,00;0,00;0,00;0,00;15,00;0,00;365,00;262,00;0,00;0,00;0,00;0,00;3708,93;176,00;4828,00;21544960,00;21544960,00;0,00;0,00;1068,56;105,00;43613,00;3402752,00;3402752,00;0,00;644,00;168,94;10,00;3311,00;1017856,00;1017856,00;0,00;191,00;50,74;3,00;991,00;606208,00;606208,00;0,00;153,00;25,45;0,00;497,00;278528,00;278528,00;0,00;170,00;3,99;0,00;78,00;0,00;0,00;0,00;0,00;LFP-Replace-Stay-1-NonBlocking-m1024-f200-d4-s2
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;100;false;0,13;4,00;8,00;5,00;0,00;false;2;Success;5661,39;20,76;0,00;2806,00;34859008,00;34859008,00;20,16;19,92;20,47;0,00;13,88;0,00;271,00;1,00;1,00;0,00;0,00;0,00;0,00;520,89;85,00;10723,00;365,00;402,00;6326272,00;6326272,00;48,00;1794,00;1136,19;585,00;58777,00;2560,00;2861,00;5614592,00;5614592,00;284,00;1012,00;3990,44;816,00;6294,00;4096,00;4096,00;22918144,00;22918144,00;0,00;0,00;0,00;27,00;0,00;365,00;27,00;0,00;0,00;0,00;0,00;3990,44;816,00;6294,00;22918144,00;22918144,00;0,00;0,00;1136,19;585,00;58777,00;5614592,00;5614592,00;284,00;1012,00;279,38;75,00;5934,00;3425280,00;3425280,00;43,00;652,00;168,96;9,00;3371,00;2616320,00;2616320,00;4,00;865,00;72,55;1,00;1418,00;284672,00;284672,00;1,00;277,00;13,88;0,00;271,00;0,00;0,00;0,00;0,00;LFP-Replace-Stay-1-NonBlocking-m1024-f100-d4-s2
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;256,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;2;Success;1266,73;2,84;99,54;682,00;6121728,00;6121728,00;0,75;0,73;0,78;0,00;0,91;0,00;71,00;1,00;1,00;0,00;0,00;0,00;0,00;41,71;3,00;3248,00;365,00;366,00;165376,00;165376,00;0,00;149,00;263,08;20,00;39182,00;2560,00;2576,00;683776,00;683776,00;0,00;533,00;961,03;30,00;4222,00;4096,00;4096,00;5272576,00;5272576,00;0,00;0,00;0,00;2,00;0,00;365,00;348,00;0,00;0,00;0,00;0,00;961,03;30,00;4222,00;5272576,00;5272576,00;0,00;0,00;263,08;20,00;39182,00;683776,00;683776,00;0,00;533,00;34,43;2,00;2679,00;111104,00;111104,00;0,00;84,00;5,54;1,00;433,00;34816,00;34816,00;0,00;30,00;1,74;0,00;136,00;19456,00;19456,00;0,00;35,00;0,91;0,00;71,00;0,00;0,00;0,00;0,00;LFP-Replace-Stay-1-NonBlocking-m256-f400-d4-s2
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;2;Success;4846,91;5,88;99,24;712,00;24725504,00;24725504,00;1,32;1,32;1,32;0,00;1,59;0,00;31,00;1,00;1,00;0,00;0,00;0,00;0,00;176,21;4,00;3445,00;365,00;369,00;759808,00;759808,00;0,00;165,00;1051,24;35,00;39672,00;2560,00;2590,00;2836480,00;2836480,00;0,00;547,00;3617,87;54,00;4333,00;4096,00;4096,00;21129216,00;21129216,00;0,00;0,00;0,00;6,00;0,00;365,00;331,00;0,00;0,00;0,00;0,00;3617,87;54,00;4333,00;21129216,00;21129216,00;0,00;0,00;1051,24;35,00;39672,00;2836480,00;2836480,00;0,00;547,00;142,06;3,00;2778,00;517120,00;517120,00;0,00;98,00;25,86;1,00;505,00;173056,00;173056,00;0,00;40,00;8,29;0,00;162,00;69632,00;69632,00;0,00;27,00;1,59;0,00;31,00;0,00;0,00;0,00;0,00;LFP-Replace-Stay-1-NonBlocking-m1024-f400-d4-s2
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;4096,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;2;Success;22279,38;78,90;0,00;2708,00;141844480,00;141844480,00;19,18;19,04;19,35;0,00;39,32;0,00;192,00;1,00;1,00;0,00;0,00;0,00;0,00;2177,10;75,00;11167,00;365,00;402,00;27004928,00;27004928,00;38,00;1683,00;4543,42;557,00;60180,00;2560,00;2863,00;23261184,00;23261184,00;254,00;1025,00;15519,53;780,00;6365,00;4096,00;4096,00;91578368,00;91578368,00;0,00;0,00;0,00;25,00;0,00;365,00;25,00;0,00;0,00;0,00;0,00;15519,53;780,00;6365,00;91578368,00;91578368,00;0,00;0,00;4543,42;557,00;60180,00;23261184,00;23261184,00;254,00;1025,00;1159,66;66,00;6135,00;14635008,00;14635008,00;34,00;662,00;728,47;8,00;3621,00;11583488,00;11583488,00;3,00;830,00;288,97;1,00;1411,00;786432,00;786432,00;1,00;191,00;39,32;0,00;192,00;0,00;0,00;0,00;0,00;LFP-Replace-Stay-1-NonBlocking-m4096-f400-d4-s2
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;16384,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;2;Success;81582,20;70,40;0,00;1261,00;457129984,00;457129984,00;17,16;17,16;17,15;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;4860,31;65,00;6452,00;365,00;402,00;29786112,00;29786112,00;28,00;423,00;16640,84;495,00;52222,00;2560,00;2863,00;80396288,00;80396288,00;192,00;838,00;60081,05;703,00;6351,00;4096,00;4096,00;346947584,00;346947584,00;0,00;0,00;0,00;25,00;0,00;365,00;25,00;0,00;0,00;0,00;0,00;60081,05;703,00;6351,00;346947584,00;346947584,00;0,00;0,00;16640,84;495,00;52222,00;80396288,00;80396288,00;192,00;838,00;3932,16;56,00;5276,00;29343744,00;29343744,00;24,00;396,00;914,23;8,00;1147,00;442368,00;442368,00;3,00;27,00;13,93;1,00;29,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;LFP-Replace-Stay-1-NonBlocking-m16384-f400-d4-s2
LFP,Replace,Stay,1,NonBlocking;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;2;Success;4846,91;5,88;99,24;712,00;24725504,00;24725504,00;1,32;1,32;1,32;0,00;1,59;0,00;31,00;1,00;1,00;0,00;0,00;0,00;0,00;176,21;4,00;3445,00;365,00;369,00;759808,00;759808,00;0,00;165,00;1051,24;35,00;39672,00;2560,00;2590,00;2836480,00;2836480,00;0,00;547,00;3617,87;54,00;4333,00;4096,00;4096,00;21129216,00;21129216,00;0,00;0,00;0,00;6,00;0,00;365,00;331,00;0,00;0,00;0,00;0,00;3617,87;54,00;4333,00;21129216,00;21129216,00;0,00;0,00;1051,24;35,00;39672,00;2836480,00;2836480,00;0,00;547,00;142,06;3,00;2778,00;517120,00;517120,00;0,00;98,00;25,86;1,00;505,00;173056,00;173056,00;0,00;40,00;8,29;0,00;162,00;69632,00;69632,00;0,00;27,00;1,59;0,00;31,00;0,00;0,00;0,00;0,00;LFP-Replace-Stay-1-NonBlocking-m1024-f400-d4-s2
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;3,00;8,00;5,00;0,00;false;2;Success;594,48;3,58;84,38;70,00;2979840,00;2979840,00;0,57;0,39;0,81;3,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;17,25;1,00;1149,00;45,00;46,00;40960,00;40960,00;1,00;8,00;130,25;2,00;5048,00;320,00;322,00;317440,00;317440,00;2,00;62,00;446,72;2,00;512,00;512,00;512,00;2621440,00;2621440,00;0,00;0,00;0,00;0,00;0,00;45,00;42,00;0,00;0,00;0,00;0,00;446,72;2,00;512,00;2621440,00;2621440,00;0,00;0,00;130,25;2,00;5048,00;317440,00;317440,00;2,00;62,00;15,46;1,00;1010,00;35840,00;35840,00;1,00;7,00;1,79;0,00;139,00;5120,00;5120,00;0,00;1,00;0,26;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;LFP-Drop-Stop-1-FullSync-m1024-f400-d3-s2
LFP,Drop,Stop,1,FullSync;0,10;10,00;0,03;6000,00;0,01;0,00;1024,00;100,00;3,00;5,00;50000000,00;400;false;0,13;4,00;8,00;5,00;0,00;false;2;Success;4744,31;4,22;93,72;569,00;23600128,00;23600128,00;1,02;0,95;1,12;18,00;0,26;0,00;5,00;1,00;1,00;0,00;0,00;0,00;0,00;147,00;4,00;10235,00;365,00;367,00;367616,00;367616,00;2,00;72,00;1026,71;29,00;40293,00;2560,00;2577,00;2578432,00;2578432,00;19,00;497,00;3570,35;39,00;4096,00;4096,00;4096,00;20654080,00;20654080,00;0,00;0,00;0,00;4,00;0,00;365,00;346,00;0,00;0,00;0,00;0,00;3570,35;39,00;4096,00;20654080,00;20654080,00;0,00;0,00;1026,71;29,00;40293,00;2578432,00;2578432,00;19,00;497,00;128,87;3,00;8973,00;321536,00;321536,00;2,00;63,00;16,08;1,00;1122,00;40960,00;40960,00;0,00;8,00;2,05;0,00;140,00;5120,00;5120,00;0,00;1,00;0,26;0,00;5,00;0,00;0,00;0,00;0,00;LFP-Drop-Stop-1-FullSync-m1024-f400-d4-s2
