;strategy;selectivity;maxToAverageRatio;averageLatency;averageCryptoTime;averageComputeTime;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;depth;fanout;groupSize;concentration;random;seed;status;work;latency;completeness;circulatingAggregateIds;finalUsedBandwidth;observedFailureRate;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;bandwidth_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;bandwidth_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;bandwidth_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;bandwidth_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;bandwidth_Backup
12432;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;3,0;0,0;True;EAGER-f0,00005-s3-d6-c0-216;Success;8806000,0;14000,0;99,45;1581,0;39544,0;0,69;0,0;0,0;58,0;1,0;1,0;0,0;22700,0;10,0;30246,0;1023,0;1030,0;1440,0;5254800,0;20,0;131028,0;3072,0;3085,0;3196,0;3508500,0;46,0;75118,0;5812,0;5812,0;34908,0;20000,0;13,0;179,0;3072,0;3052,0;0,0
12518;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;4,0;0,0;True;EAGER-f0,00005-s4-d6-c0-217;Success;11115300,0;9700,0;99,76;1440,0;52236,0;0,48;0,0;0,0;30,0;1,0;1,0;0,0;19800,0;7,0;33059,0;1364,0;1374,0;1578,0;6997200,0;17,0;167814,0;4096,0;4104,0;4152,0;4080300,0;18,0;75207,0;5808,0;5808,0;46506,0;18000,0;31,0;162,0;4096,0;4078,0;0,0
12605;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-218;Success;13424600,0;10800,0;99,79;1449,0;65149,0;0,43;0,0;0,0;49,0;1,0;1,0;0,0;19500,0;6,0;41330,0;1705,0;1708,0;1958,0;8725200,0;21,0;244963,0;5120,0;5135,0;5195,0;4661900,0;26,0;92472,0;5798,0;5798,0;57996,0;18000,0;23,0;162,0;5120,0;5102,0;0,0
12693;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;6,0;0,0;True;EAGER-f0,00005-s6-d6-c0-219;Success;15718500,0;10000,0;99,65;1487,0;78033,0;0,49;0,0;0,0;55,0;1,0;1,0;0,0;41300,0;10,0;49730,0;2046,0;2055,0;2481,0;10426200,0;31,0;353566,0;6144,0;6162,0;6256,0;5224600,0;32,0;109201,0;5774,0;5774,0;69296,0;26400,0;26,0;236,0;6144,0;6117,0;0,0
12782;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-220;Success;54616800,0;21800,0;99,09;7196,0;266086,0;1,15;0,0;0,0;699,0;1,0;1,0;0,0;274900,0;72,0;307323,0;6825,0;6880,0;12122,0;35274700,0;255,0;1521248,0;20480,0;20687,0;21606,0;18808600,0;251,0;825065,0;23162,0;23162,0;232358,0;258600,0;239,0;2319,0;20480,0;20218,0;0,0
12872;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-221;Success;13367600,0;10000,0;99,72;1452,0;64922,0;0,5;0,0;0,0;45,0;1,0;1,0;0,0;24500,0;10,0;41337,0;1705,0;1712,0;1988,0;8681700,0;19,0;243967,0;5120,0;5133,0;5196,0;4641400,0;32,0;92042,0;5775,0;5775,0;57738,0;20000,0;28,0;180,0;5120,0;5100,0;0,0
12963;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-222;Success;3388400,0;9600,0;99,86;351,0;16432,0;0,43;0,0;0,0;32,0;1,0;1,0;0,0;3600,0;2,0;10250,0;425,0;427,0;462,0;2205600,0;2,0;61596,0;1280,0;1281,0;1290,0;1176200,0;5,0;23440,0;1468,0;1468,0;14680,0;3000,0;10,0;27,0;1280,0;1277,0;0,0
13055;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-223;Success;848700,0;3900,0;100,0;85,0;4115,0;0,18;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;1470,0;105,0;105,0;105,0;553500,0;0,0;11118,0;320,0;320,0;320,0;295200,0;1,0;2209,0;369,0;369,0;3690,0;0,0;1,0;0,0;320,0;320,0;0,0
13148;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-224;Success;54639100,0;24200,0;98,86;7861,0;268180,0;1,19;0,0;0,0;969,0;1,0;1,0;0,0;306400,0;75,0;316255,0;6825,0;6925,0;13836,0;35256000,0;232,0;1643239,0;20480,0;20652,0;21906,0;18807900,0;300,0;929986,0;23166,0;23166,0;232438,0;268800,0;238,0;2415,0;20480,0;20208,0;0,0
13242;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-225;Success;13307200,0;9700,0;99,83;1419,0;64717,0;0,41;0,0;0,0;43,0;1,0;1,0;0,0;8400,0;6,0;41167,0;1705,0;1711,0;1889,0;8665800,0;18,0;243497,0;5120,0;5126,0;5165,0;4621000,0;23,0;91956,0;5766,0;5766,0;57663,0;12000,0;26,0;108,0;5120,0;5108,0;0,0
13337;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-226;Success;3360100,0;8000,0;99,86;359,0;16380,0;0,34;0,0;0,0;28,0;1,0;1,0;0,0;2200,0;1,0;8160,0;425,0;426,0;489,0;2189700,0;2,0;52918,0;1280,0;1280,0;1301,0;1167200,0;4,0;16020,0;1459,0;1459,0;14590,0;1000,0;8,0;9,0;1280,0;1279,0;0,0
13433;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-227;Success;846300,0;9800,0;100,0;85,0;4081,0;0,27;0,0;0,0;25,0;1,0;1,0;0,0;700,0;1,0;2516,0;105,0;105,0;105,0;550500,0;1,0;15352,0;320,0;321,0;320,0;294100,0;0,0;5826,0;365,0;365,0;3656,0;1000,0;1,0;9,0;320,0;319,0;0,0
13530;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-228;Deadline;64381000,0;149800,0;0,0;22375,0;325639,0;7,15;0,0;0,0;8183,0;1,0;1,0;0,0;2205800,0;460,0;1797078,0;6825,0;7270,0;56248,0;39398600,0;1565,0;6939027,0;20480,0;21987,0;30092,0;20968600,0;1709,0;5337992,0;23122,0;23122,0;239299,0;1808000,0;1337,0;15966,0;20480,0;18528,0;0,0
13628;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-229;Success;13296700,0;9700,0;99,62;1485,0;64815,0;0,48;0,0;0,0;55,0;1,0;1,0;0,0;22200,0;9,0;41435,0;1705,0;1717,0;2090,0;8646300,0;19,0;243331,0;5120,0;5126,0;5220,0;4610200,0;34,0;91545,0;5751,0;5751,0;57505,0;18000,0;23,0;162,0;5120,0;5102,0;0,0
13727;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-230;Success;3382600,0;9900,0;99,66;355,0;16334,0;0,54;0,0;0,0;32,0;1,0;1,0;0,0;6400,0;1,0;10297,0;425,0;426,0;477,0;2193000,0;10,0;61205,0;1280,0;1286,0;1295,0;1176200,0;7,0;23191,0;1458,0;1458,0;14562,0;7000,0;6,0;63,0;1280,0;1273,0;0,0
13827;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-231;Success;818800,0;3900,0;100,0;85,0;3985,0;0,18;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;1470,0;105,0;105,0;105,0;534000,0;0,0;10927,0;320,0;320,0;320,0;284800,0;1,0;2136,0;356,0;356,0;3560,0;0,0;1,0;0,0;320,0;320,0;0,0
13928;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-232;Success;53864400,0;11200,0;99,65;6080,0;262414,0;0,54;0,0;0,0;99,0;1,0;1,0;0,0;105800,0;33,0;166846,0;6825,0;6850,0;8909,0;34993200,0;107,0;984634,0;20480,0;20538,0;21035,0;18682600,0;129,0;375826,0;23231,0;23231,0;232470,0;82800,0;116,0;744,0;20480,0;20397,0;0,0
14030;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-233;Success;13538900,0;15100,0;99,36;1559,0;65555,0;0,85;0,0;0,0;82,0;1,0;1,0;0,0;56400,0;15,0;50476,0;1705,0;1730,0;2313,0;8753900,0;44,0;302497,0;5120,0;5149,0;5296,0;4675200,0;45,0;145744,0;5788,0;5788,0;57946,0;53400,0;46,0;480,0;5120,0;5066,0;0,0
14133;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-234;Success;3372900,0;9600,0;99,66;366,0;16430,0;0,58;0,0;0,0;45,0;1,0;1,0;0,0;4000,0;1,0;10315,0;425,0;428,0;520,0;2195100,0;7,0;61395,0;1280,0;1281,0;1305,0;1169800,0;9,0;23245,0;1460,0;1460,0;14605,0;4000,0;9,0;36,0;1280,0;1276,0;0,0
14237;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-235;Success;825700,0;3900,0;100,0;85,0;4015,0;0,0;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;1470,0;105,0;105,0;105,0;538500,0;0,0;10980,0;320,0;320,0;320,0;287200,0;0,0;2154,0;359,0;359,0;3590,0;0,0;0,0;0,0;320,0;320,0;0,0
14342;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-236;Success;56975700,0;52800,0;97,86;10242,0;278407,0;2,52;0,0;0,0;2217,0;1,0;1,0;0,0;783700,0;188,0;661009,0;6825,0;6996,0;21200,0;36202000,0;549,0;2855686,0;20480,0;20984,0;23503,0;19335600,0;545,0;1940406,0;23114,0;23114,0;233704,0;654400,0;505,0;5867,0;20480,0;19805,0;0,0
14448;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-237;Success;13375100,0;11000,0;99,76;1449,0;64927,0;0,52;0,0;0,0;43,0;1,0;1,0;0,0;26600,0;7,0;41379,0;1705,0;1711,0;1981,0;8686400,0;26,0;243797,0;5120,0;5134,0;5206,0;4642500,0;23,0;92007,0;5773,0;5773,0;57740,0;19600,0;37,0;177,0;5120,0;5100,0;0,0
14555;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-238;Success;3363800,0;9900,0;99,79;356,0;16264,0;0,5;0,0;0,0;33,0;1,0;1,0;0,0;10600,0;4,0;10281,0;425,0;428,0;477,0;2180100,0;6,0;61086,0;1280,0;1284,0;1295,0;1166100,0;8,0;23100,0;1449,0;1449,0;14492,0;7000,0;4,0;63,0;1280,0;1273,0;0,0
14663;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-239;Success;818800,0;3600,0;100,0;85,0;3985,0;0,0;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;1470,0;105,0;105,0;105,0;534000,0;0,0;10913,0;320,0;320,0;320,0;284800,0;0,0;2136,0;356,0;356,0;3560,0;0,0;0,0;0,0;320,0;320,0;0,0
14772;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-240;Success;54530600,0;20900,0;99,18;6937,0;265385,0;1,04;0,0;0,0;609,0;1,0;1,0;0,0;267500,0;73,0;272937,0;6825,0;6884,0;11568,0;35215300,0;213,0;1455210,0;20480,0;20642,0;21544,0;18794000,0;230,0;793386,0;23156,0;23156,0;232273,0;253800,0;225,0;2139,0;20480,0;20259,0;0,0
14882;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-241;Success;13357000,0;10000,0;99,79;1415,0;64722,0;0,46;0,0;0,0;25,0;1,0;1,0;0,0;17500,0;5,0;41213,0;1705,0;1707,0;1866,0;8679800,0;29,0;243356,0;5120,0;5137,0;5172,0;4641300,0;22,0;91903,0;5766,0;5766,0;57684,0;18400,0;26,0;165,0;5120,0;5101,0;0,0
14993;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-242;Success;3294000,0;5100,0;99,93;344,0;16036,0;0,16;0,0;0,0;15,0;1,0;1,0;0,0;100,0;0,0;5960,0;425,0;425,0;431,0;2148000,0;2,0;43867,0;1280,0;1280,0;1285,0;1145900,0;4,0;8824,0;1433,0;1433,0;14320,0;0,0;1,0;0,0;1280,0;1280,0;0,0
15105;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-243;Success;802700,0;3900,0;100,0;85,0;3915,0;0,37;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;1469,0;105,0;105,0;105,0;523500,0;1,0;10741,0;320,0;320,0;320,0;279200,0;1,0;2086,0;349,0;349,0;3490,0;0,0;2,0;0,0;320,0;320,0;0,0
15218;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-244;Success;53727000,0;11100,0;99,66;6024,0;261419,0;0,56;0,0;0,0;76,0;1,0;1,0;0,0;109300,0;49,0;166566,0;6825,0;6848,0;8731,0;34889400,0;128,0;978449,0;20480,0;20548,0;20985,0;18637500,0;127,0;372673,0;23157,0;23157,0;231703,0;90800,0;96,0;817,0;20480,0;20389,0;0,0
15332;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-245;Success;13431000,0;9700,0;99,71;1453,0;65244,0;0,5;0,0;0,0;49,0;1,0;1,0;0,0;20200,0;6,0;41312,0;1705,0;1717,0;1980,0;8735100,0;29,0;244753,0;5120,0;5127,0;5192,0;4656700,0;28,0;92446,0;5808,0;5808,0;58072,0;19000,0;25,0;170,0;5120,0;5101,0;0,0
15447;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-246;Success;3287000,0;4600,0;99,93;342,0;15996,0;0,18;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;5951,0;425,0;425,0;425,0;2143500,0;1,0;43648,0;1280,0;1280,0;1281,0;1143500,0;4,0;8565,0;1430,0;1430,0;14290,0;0,0;3,0;0,0;1280,0;1280,0;0,0
15563;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-247;Success;816500,0;3900,0;100,0;85,0;3975,0;0,09;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;1470,0;105,0;105,0;105,0;532500,0;0,0;10912,0;320,0;320,0;320,0;284000,0;1,0;2130,0;355,0;355,0;3550,0;0,0;0,0;0,0;320,0;320,0;0,0
15680;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-248;Success;54214900,0;17000,0;99,39;6711,0;264005,0;0,89;0,0;0,0;398,0;1,0;1,0;0,0;204200,0;57,0;237415,0;6825,0;6868,0;10597,0;35088300,0;179,0;1250776,0;20480,0;20616,0;21401,0;18745000,0;209,0;597613,0;23155,0;23155,0;232007,0;177400,0;189,0;1595,0;20480,0;20301,0;0,0
15798;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-249;Success;13385600,0;12400,0;99,67;1491,0;64943,0;0,61;0,0;0,0;73,0;1,0;1,0;0,0;34700,0;12,0;50020,0;1705,0;1721,0;2088,0;8686800,0;32,0;276398,0;5120,0;5136,0;5228,0;4632100,0;27,0;119785,0;5757,0;5757,0;57627,0;32000,0;37,0;288,0;5120,0;5088,0;0,0
15917;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-250;Success;3346100,0;8000,0;99,79;364,0;16315,0;0,38;0,0;0,0;29,0;1,0;1,0;0,0;5600,0;3,0;8172,0;425,0;427,0;495,0;2177700,0;5,0;52749,0;1280,0;1280,0;1310,0;1160800,0;6,0;15906,0;1451,0;1451,0;14510,0;2000,0;3,0;18,0;1280,0;1278,0;0,0
16037;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-251;Success;804500,0;5900,0;99,71;89,0;3924,0;0,46;0,0;0,0;19,0;1,0;1,0;0,0;700,0;1,0;1491,0;105,0;105,0;119,0;523200,0;2,0;11957,0;320,0;321,0;325,0;279600,0;1,0;3454,0;348,0;348,0;3480,0;1000,0;1,0;9,0;320,0;319,0;0,0
16158;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-252;Success;55380800,0;35100,0;98,54;8738,0;271153,0;1,68;0,0;0,0;1353,0;1,0;1,0;0,0;482300,0;121,0;449307,0;6825,0;6935,0;16142,0;35540800,0;327,0;2058942,0;20480,0;20767,0;22464,0;18968900,0;382,0;1278975,0;23123,0;23123,0;232547,0;388800,0;360,0;3490,0;20480,0;20083,0;0,0
16280;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-253;Success;13452000,0;10000,0;99,76;1434,0;65264,0;0,48;0,0;0,0;44,0;1,0;1,0;0,0;14200,0;6,0;41240,0;1705,0;1707,0;1922,0;8746800,0;25,0;244980,0;5120,0;5134,0;5173,0;4675200,0;25,0;92711,0;5817,0;5817,0;58169,0;15800,0;29,0;142,0;5120,0;5104,0;0,0
16403;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-254;Success;3371500,0;10200,0;99,86;343,0;16269,0;0,56;0,0;0,0;25,0;1,0;1,0;0,0;6500,0;2,0;10233,0;425,0;427,0;430,0;2189700,0;7,0;61194,0;1280,0;1283,0;1285,0;1170300,0;3,0;23222,0;1456,0;1456,0;14554,0;5000,0;13,0;45,0;1280,0;1275,0;0,0
16527;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-255;Success;843900,0;9200,0;99,45;93,0;4113,0;0,54;0,0;0,0;28,0;1,0;1,0;0,0;700,0;0,0;2136,0;105,0;105,0;133,0;548700,0;3,0;15058,0;320,0;321,0;330,0;293500,0;2,0;5592,0;365,0;365,0;3650,0;1000,0;1,0;9,0;320,0;319,0;0,0
16652;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-256;Success;55440900,0;30500,0;98,59;8379,0;271092,0;1,6;0,0;0,0;1305,0;1,0;1,0;0,0;441700,0;106,0;413977,0;6825,0;6957,0;15638,0;35617300,0;343,0;1925070,0;20480,0;20745,0;22284,0;18990300,0;366,0;1163270,0;23189,0;23189,0;233170,0;391600,0;321,0;3516,0;20480,0;20083,0;0,0
16778;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-257;Success;13530000,0;10000,0;99,74;1440,0;65465,0;0,5;0,0;0,0;25,0;1,0;1,0;0,0;19800,0;4,0;41346,0;1705,0;1707,0;1942,0;8784900,0;29,0;245381,0;5120,0;5142,0;5188,0;4701300,0;25,0;92927,0;5831,0;5831,0;58335,0;24000,0;31,0;216,0;5120,0;5096,0;0,0
16905;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-258;Success;3414900,0;9600,0;99,46;381,0;16621,0;0,67;0,0;0,0;41,0;1,0;1,0;0,0;5000,0;2,0;10354,0;425,0;428,0;541,0;2220600,0;8,0;61876,0;1280,0;1282,0;1316,0;1184300,0;13,0;23450,0;1477,0;1477,0;14764,0;5000,0;7,0;45,0;1280,0;1275,0;0,0
17033;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-259;Success;834900,0;3900,0;100,0;85,0;4055,0;0,27;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;1470,0;105,0;105,0;105,0;544500,0;0,0;10997,0;320,0;320,0;320,0;290400,0;1,0;2178,0;363,0;363,0;3630,0;0,0;2,0;0,0;320,0;320,0;0,0
17162;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0;6,0;4,0;5,0;0,0;True;STRAW-f0-s5-d6-c0-260;Success;13473400,0;4100,0;100,0;1365,0;65405,0;0,0;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;23870,0;1705,0;1705,0;1705,0;8787000,0;0,0;177401,0;5120,0;5120,0;5120,0;4686400,0;0,0;35148,0;5858,0;5858,0;58580,0;0,0;0,0;0,0;5120,0;5120,0;0,0
17292;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;2,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000025-s5-d6-c0-261;Success;13333600,0;10000,0;99,88;1407,0;64839,0;0,24;0,0;0,0;37,0;1,0;1,0;0,0;10600,0;6,0;41106,0;1705,0;1708,0;1846,0;8682600,0;9,0;244491,0;5120,0;5124,0;5160,0;4633600,0;14,0;92357,0;5783,0;5783,0;57833,0;6800,0;14,0;61,0;5120,0;5113,0;0,0
17423;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-262;Success;13549600,0;11100,0;99,62;1514,0;65958,0;0,59;0,0;0,0;54,0;1,0;1,0;0,0;18400,0;4,0;41587,0;1705,0;1708,0;2180,0;8807400,0;32,0;246178,0;5120,0;5135,0;5249,0;4705800,0;39,0;94094,0;5850,0;5850,0;58529,0;18000,0;30,0;162,0;5120,0;5102,0;0,0
17555;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;7,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000075-s5-d6-c0-263;Success;13961300,0;26100,0;98,59;1943,0;67730,0;1,88;0,0;0,0;343,0;1,0;1,0;0,0;117900,0;28,0;86384,0;1705,0;1726,0;3712,0;8948300,0;103,0;414837,0;5120,0;5208,0;5599,0;4789900,0;99,0;234816,0;5801,0;5801,0;58419,0;105200,0;103,0;943,0;5120,0;5011,0;0,0
17688;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0001;6,0;4,0;5,0;0,0;True;STRAW-f0,0001-s5-d6-c0-264;Success;13461900,0;11100,0;99,18;1684,0;65733,0;1,15;0,0;0,0;78,0;1,0;1,0;0,0;60400,0;22,0;42492,0;1705,0;1722,0;2740,0;8703700,0;59,0;243555,0;5120,0;5151,0;5436,0;4651000,0;68,0;92239,0;5750,0;5750,0;57557,0;46800,0;54,0;418,0;5120,0;5072,0;0,0
17822;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;0,0;6,0;4,0;5,0;0,0;True;STRAW-f0-s5-d6-c0-265;Success;13473400,0;4100,0;100,0;1365,0;65405,0;0,0;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;23870,0;1705,0;1705,0;1705,0;8787000,0;0,0;177538,0;5120,0;5120,0;5120,0;4686400,0;0,0;35148,0;5858,0;5858,0;58580,0;0,0;0,0;0,0;5120,0;5120,0;0,0
17957;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;2,5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,000025-s5-d6-c0-266;Success;13159300,0;8100,0;99,91;1403,0;64053,0;0,19;0,0;0,0;31,0;1,0;1,0;0,0;5500,0;2,0;32530,0;1705,0;1706,0;1803,0;8573400,0;9,0;208503,0;5120,0;5124,0;5146,0;4575400,0;12,0;63852,0;5711,0;5711,0;57104,0;5000,0;11,0;45,0;5120,0;5115,0;0,0
18093;OPTI;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;STRAW-f0,00005-s5-d6-c0-267;Success;13627400,0;22900,0;99,05;1790,0;66672,0;1,08;0,0;0,0;256,0;1,0;1,0;0,0;74000,0;23,0;76921,0;1705,0;1725,0;3099,0;8801300,0;48,0;380723,0;5120,0;5156,0;5489,0;4696300,0;70,0;206480,0;5791,0;5791,0;58084,0;55800,0;51,0;499,0;5120,0;5064,0;0,0
