;strategy;selectivity;maxToAverageRatio;averageLatency;averageCryptoTime;averageComputeTime;failCheckPeriod;healthCheckPeriod;multicastSize;deadline;failureRate;depth;fanout;groupSize;concentration;random;seed;status;work;latency;completeness;circulatingAggregateIds;finalUsedBandwidth;observedFailureRate;work_Querier;failures_Querier;messages_Querier;initial_nodes_Querier;final_nodes_Querier;bandwidth_Querier;work_Aggregator;failures_Aggregator;messages_Aggregator;initial_nodes_Aggregator;final_nodes_Aggregator;bandwidth_Aggregator;work_LeafAggregator;failures_LeafAggregator;messages_LeafAggregator;initial_nodes_LeafAggregator;final_nodes_LeafAggregator;bandwidth_LeafAggregator;work_Contributor;failures_Contributor;messages_Contributor;initial_nodes_Contributor;final_nodes_Contributor;bandwidth_Contributor;work_Backup;failures_Backup;messages_Backup;initial_nodes_Backup;final_nodes_Backup;bandwidth_Backup
83774;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-676;Deadline;72946000,0;150100,0;0,0;11943,0;283717,0;7,21;0,0;0,0;475,0;1,0;1,0;0,0;161100,0;497,0;1449826,0;6825,0;6825,0;31210,0;54208500,0;1440,0;7484836,0;20480,0;20480,0;20415,0;18576400,0;1701,0;5400588,0;23224,0;23224,0;232092,0;0,0;1482,0;0,0;20480,0;20480,0;0,0
84062;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-677;Success;13962000,0;50600,0;52,52;1970,0;67508,0;2,64;0,0;0,0;91,0;1,0;1,0;0,0;16700,0;53,0;143917,0;1705,0;1705,0;4224,0;9287400,0;133,0;700162,0;5120,0;5120,0;5098,0;4657900,0;136,0;469970,0;5824,0;5824,0;58186,0;0,0;148,0;0,0;5120,0;5120,0;0,0
84351;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-678;Success;3399600,0;5600,0;97,16;348,0;16499,0;0,29;0,0;0,0;23,0;1,0;1,0;0,0;200,0;2,0;5948,0;425,0;425,0;447,0;2217000,0;4,0;46344,0;1280,0;1280,0;1272,0;1182400,0;2,0;11508,0;1478,0;1478,0;14780,0;0,0;5,0;0,0;1280,0;1280,0;0,0
84641;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-679;Success;832700,0;5500,0;93,37;87,0;4048,0;0,27;0,0;0,0;19,0;1,0;1,0;0,0;100,0;1,0;1467,0;105,0;105,0;112,0;543000,0;1,0;11373,0;320,0;320,0;316,0;289600,0;0,0;2652,0;362,0;362,0;3620,0;0,0;1,0;0,0;320,0;320,0;0,0
84932;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-680;Success;53531900,0;17200,0;0,0;6017,0;260897,0;0,91;100,0;0,0;29,0;1,0;1,0;0,0;20800,0;50,0;231378,0;6825,0;6825,0;8956,0;34975400,0;179,0;1255618,0;20480,0;20480,0;20380,0;18535600,0;197,0;603285,0;23179,0;23179,0;231561,0;0,0;222,0;0,0;20480,0;20480,0;0,0
85224;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-681;Success;13399900,0;14400,0;63,05;1535,0;65412,0;0,73;0,0;0,0;56,0;1,0;1,0;0,0;5000,0;14,0;49456,0;1705,0;1705,0;2219,0;8745400,0;42,0;282805,0;5120,0;5120,0;5106,0;4649500,0;37,0;127056,0;5813,0;5813,0;58087,0;0,0;37,0;0,0;5120,0;5120,0;0,0
85517;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-682;Success;3317100,0;20400,0;71,92;355,0;16109,0;0,93;0,0;0,0;40,0;1,0;1,0;0,0;1000,0;3,0;16515,0;425,0;425,0;494,0;2168600,0;8,0;87295,0;1280,0;1280,0;1275,0;1147500,0;16,0;45830,0;1435,0;1435,0;14340,0;0,0;14,0;0,0;1280,0;1280,0;0,0
85811;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-683;Success;859100,0;29600,0;92,66;92,0;4130,0;1,44;0,0;0,0;55,0;1,0;1,0;0,0;500,0;0,0;5660,0;105,0;105,0;145,0;564700,0;5,0;29113,0;320,0;320,0;315,0;293900,0;5,0;17349,0;368,0;368,0;3670,0;0,0;6,0;0,0;320,0;320,0;0,0
86106;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-684;Success;59427300,0;83500,0;13,38;9338,0;273884,0;4,04;0,0;0,0;145,0;1,0;1,0;0,0;97700,0;287,0;898615,0;6825,0;6825,0;21461,0;40759500,0;832,0;4326493,0;20480,0;20480,0;20388,0;18570100,0;906,0;3062202,0;23217,0;23217,0;232035,0;0,0;845,0;0,0;20480,0;20480,0;0,0
86402;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-685;Success;15314300,0;89800,0;33,72;2275,0;68921,0;4,26;0,0;0,0;247,0;1,0;1,0;0,0;24600,0;67,0;241354,0;1705,0;1705,0;5387,0;10614300,0;209,0;1172458,0;5120,0;5120,0;5107,0;4675400,0;268,0;833357,0;5846,0;5846,0;58427,0;0,0;214,0;0,0;5120,0;5120,0;0,0
86699;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-686;Success;3311400,0;5700,0;99,65;345,0;16116,0;0,23;0,0;0,0;19,0;1,0;1,0;0,0;100,0;1,0;5964,0;425,0;425,0;441,0;2159300,0;1,0;46838,0;1280,0;1280,0;1279,0;1152000,0;4,0;12522,0;1440,0;1440,0;14396,0;0,0;4,0;0,0;1280,0;1280,0;0,0
86997;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-687;Success;905600,0;47500,0;79,19;93,0;4155,0;2,87;0,0;0,0;85,0;1,0;1,0;0,0;700,0;4,0;8626,0;105,0;105,0;150,0;609400,0;5,0;43043,0;320,0;320,0;315,0;295500,0;16,0;27713,0;370,0;370,0;3690,0;0,0;7,0;0,0;320,0;320,0;0,0
87296;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-688;Deadline;72389600,0;150100,0;0,0;11589,0;281113,0;7,46;0,0;0,0;250,0;1,0;1,0;0,0;171400,0;509,0;1433554,0;6825,0;6825,0;30285,0;53771600,0;1581,0;7396220,0;20480,0;20480,0;20386,0;18446600,0;1636,0;5344680,0;23066,0;23066,0;230442,0;0,0;1559,0;0,0;20480,0;20480,0;0,0
87596;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-689;Success;13373200,0;5800,0;99,14;1435,0;65129,0;0,28;0,0;0,0;49,0;1,0;1,0;0,0;900,0;1,0;24026,0;1705,0;1705,0;1879,0;8719500,0;15,0;191324,0;5120,0;5120,0;5114,0;4652800,0;16,0;51931,0;5816,0;5816,0;58136,0;0,0;18,0;0,0;5120,0;5120,0;0,0
87897;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-690;Success;3471400,0;59400,0;34,53;445,0;16246,0;3,43;0,0;0,0;105,0;1,0;1,0;0,0;4800,0;10,0;42342,0;425,0;425,0;841,0;2334700,0;42,0;197882,0;1280,0;1280,0;1270,0;1131900,0;50,0;133682,0;1416,0;1416,0;14135,0;0,0;49,0;0,0;1280,0;1280,0;0,0
88199;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-691;Success;837200,0;3900,0;100,0;85,0;4065,0;0,36;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;1470,0;105,0;105,0;105,0;546000,0;0,0;11065,0;320,0;320,0;320,0;291200,0;2,0;2179,0;364,0;364,0;3640,0;0,0;2,0;0,0;320,0;320,0;0,0
88502;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-692;Deadline;73847700,0;150100,0;0,0;10469,0;279819,0;7,25;0,0;0,0;250,0;1,0;1,0;0,0;166600,0;492,0;1445630,0;6825,0;6825,0;27701,0;55132000,0;1537,0;7496093,0;20480,0;20480,0;20383,0;18549100,0;1701,0;5377361,0;23195,0;23195,0;231735,0;0,0;1418,0;0,0;20480,0;20480,0;0,0
88806;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-693;Success;14617500,0;77500,0;33,43;2286,0;67815,0;3,76;0,0;0,0;294,0;1,0;1,0;0,0;22500,0;67,0;210572,0;1705,0;1705,0;4879,0;9963900,0;185,0;1010181,0;5120,0;5120,0;5090,0;4631100,0;217,0;710331,0;5791,0;5791,0;57846,0;0,0;198,0;0,0;5120,0;5120,0;0,0
89111;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-694;Success;3315400,0;35200,0;0,0;385,0;16037,0;1,75;100,0;0,0;59,0;1,0;1,0;0,0;2700,0;14,0;26111,0;425,0;425,0;620,0;2178400,0;18,0;127497,0;1280,0;1280,0;1259,0;1134200,0;21,0;78652,0;1419,0;1419,0;14158,0;0,0;24,0;0,0;1280,0;1280,0;0,0
89417;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-695;Success;823400,0;3900,0;100,0;85,0;4005,0;0,18;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;1470,0;105,0;105,0;105,0;537000,0;0,0;10936,0;320,0;320,0;320,0;286400,0;2,0;2140,0;358,0;358,0;3580,0;0,0;0,0;0,0;320,0;320,0;0,0
89724;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-696;Deadline;73363800,0;150100,0;0,0;11580,0;282390,0;7,17;0,0;0,0;358,0;1,0;1,0;0,0;159200,0;502,0;1456750,0;6825,0;6825,0;30057,0;54643900,0;1425,0;7508152,0;20480,0;20480,0;20419,0;18560700,0;1693,0;5399752,0;23204,0;23204,0;231914,0;0,0;1468,0;0,0;20480,0;20480,0;0,0
90032;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-697;Success;14778400,0;77200,0;0,0;2459,0;68483,0;3,9;100,0;0,0;484,0;1,0;1,0;0,0;22400,0;69,0;209698,0;1705,0;1705,0;5327,0;10109200,0;185,0;1010370,0;5120,0;5120,0;5106,0;4646700,0;223,0;705712,0;5809,0;5809,0;58050,0;0,0;216,0;0,0;5120,0;5120,0;0,0
90341;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-698;Success;3332000,0;11200,0;0,0;350,0;16203,0;0,56;100,0;0,0;19,0;1,0;1,0;0,0;600,0;1,0;10221,0;425,0;425,0;472,0;2174200,0;6,0;61339,0;1280,0;1280,0;1274,0;1157100,0;9,0;23326,0;1447,0;1447,0;14457,0;0,0;9,0;0,0;1280,0;1280,0;0,0
90651;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-699;Success;845700,0;5600,0;98,1;88,0;4110,0;0,36;0,0;0,0;19,0;1,0;1,0;0,0;100,0;0,0;1480,0;105,0;105,0;117,0;551200,0;2,0;11586,0;320,0;320,0;319,0;294400,0;2,0;2895,0;368,0;368,0;3674,0;0,0;0,0;0,0;320,0;320,0;0,0
90962;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-700;Success;60024400,0;83200,0;0,0;9616,0;274661,0;4,23;100,0;0,0;139,0;1,0;1,0;0,0;103100,0;269,0;898254,0;6825,0;6825,0;22591,0;41380600,0;901,0;4305791,0;20480,0;20480,0;20408,0;18540600,0;1016,0;3019829,0;23180,0;23180,0;231662,0;0,0;815,0;0,0;20480,0;20480,0;0,0
91274;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-701;Success;17513500,0;149200,0;0,0;2582,0;69557,0;6,67;100,0;0,0;249,0;1,0;1,0;0,0;39600,0;109,0;365350,0;1705,0;1705,0;6757,0;12855500,0;360,0;1825311,0;5120,0;5120,0;5099,0;4618300,0;373,0;1328182,0;5776,0;5776,0;57701,0;0,0;340,0;0,0;5120,0;5120,0;0,0
91587;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-702;Success;3344600,0;5700,0;98,21;352,0;16279,0;0,25;0,0;0,0;23,0;1,0;1,0;0,0;300,0;3,0;5983,0;425,0;425,0;467,0;2181100,0;3,0;47014,0;1280,0;1280,0;1275,0;1163200,0;3,0;12480,0;1454,0;1454,0;14537,0;0,0;2,0;0,0;1280,0;1280,0;0,0
91901;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;4,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d4-c0-703;Success;851000,0;3900,0;100,0;85,0;4125,0;0,09;0,0;0,0;15,0;1,0;1,0;0,0;0,0;0,0;1470,0;105,0;105,0;105,0;555000,0;0,0;11146,0;320,0;320,0;320,0;296000,0;1,0;2215,0;370,0;370,0;3700,0;0,0;0,0;0,0;320,0;320,0;0,0
92216;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;7,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d7-c0-704;Success;62863600,0;101700,0;14,58;9539,0;274809,0;5,15;0,0;0,0;175,0;1,0;1,0;0,0;119800,0;349,0;1053327,0;6825,0;6825,0;23264,0;44242100,0;1045,0;5182514,0;20480,0;20480,0;20395,0;18501700,0;1179,0;3699372,0;23135,0;23135,0;231150,0;0,0;1082,0;0,0;20480,0;20480,0;0,0
92532;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;6,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d6-c0-705;Success;13680200,0;50200,0;0,0;2081,0;66313,0;2,65;100,0;0,0;204,0;1,0;1,0;0,0;14900,0;27,0;147068,0;1705,0;1705,0;4148,0;9098400,0;146,0;683937,0;5120,0;5120,0;5105,0;4566800,0;155,0;452413,0;5709,0;5709,0;57060,0;0,0;139,0;0,0;5120,0;5120,0;0,0
92849;EAGER;0,1;10,0;100,0;100,0;100,0;100,0;3,0;5,0;150000,0;5e-05;5,0;4,0;5,0;0,0;True;EAGER-f0,00005-s5-d5-c0-706;Success;3417700,0;44500,0;70,92;463,0;16580,0;2,24;0,0;0,0;169,0;1,0;1,0;0,0;3400,0;9,0;32836,0;425,0;425,0;900,0;2261700,0;29,0;156906,0;1280,0;1280,0;1274,0;1152600,0;28,0;102225,0;1441,0;1441,0;14406,0;0,0;33,0;0,0;1280,0;1280,0;0,0
